,Agent 1 Rewards,Agent 1 Rate,Agent 1 Test,Agent 2 Rewards,Agent 2 Rate,Agent 2 Test,Agent 3 Rewards,Agent 3 Rate,Agent 3 Test,Agent 4 Rewards,Agent 4 Rate,Agent 4 Test,Agent 5 Rewards,Agent 5 Rate,Agent 5 Test,Agent 6 Rewards,Agent 6 Rate,Agent 6 Test,Agent 7 Rewards,Agent 7 Rate,Agent 7 Test,Agent 8 Rewards,Agent 8 Rate,Agent 8 Test,Agent 9 Rewards,Agent 9 Rate,Agent 9 Test,Agent 10 Rewards,Agent 10 Rate,Agent 10 Test,Agent 11 Rewards,Agent 11 Rate,Agent 11 Test,Agent 12 Rewards,Agent 12 Rate,Agent 12 Test
99,-16.084659999999996,0.16,-16.06171400000025,-14.645399999999995,0.22,-16.80580400000026,-13.403599999999999,0.24,-15.505880000000273,-16.684379999999997,0.12,-15.609758000000244,-15.564359999999997,0.16,-15.94965000000025,-16.64858,0.12,-15.019108000003904,-14.368019999999996,0.22,-15.421628000000227,-15.125419999999995,0.2,-15.657684000000263,-13.284139999999997,0.26,-16.141662000000252,-14.329039999999997,0.24,-16.085792000000275,-16.68908,0.14,-16.549762000000253,-15.80524,0.16,-15.565602000000226
100,-15.324559999999998,0.18,-16.06171400000025,-18.76344,0.06,-16.80580400000026,-16.52272,0.12,-15.505880000000273,-18.24944,0.08,-15.609758000000244,-14.885039999999996,0.18,-15.94965000000025,-16.645680000000002,0.12,-15.019108000003904,-14.56424,0.22,-15.421628000000227,-16.325079999999996,0.16,-15.657684000000263,-16.2856,0.14,-16.141662000000252,-13.406939999999999,0.24,-16.085792000000275,-15.612240000000002,0.18,-16.549762000000253,-17.7241,0.1,-15.565602000000226
101,-17.72474,0.1,-16.06171400000025,-13.649019999999997,0.26,-16.80580400000026,-15.4475,0.18,-15.505880000000273,-14.52336,0.22,-15.609758000000244,-15.126079999999996,0.22,-15.94965000000025,-15.207100000000002,0.2,-15.019108000003904,-16.527499999999996,0.14,-15.421628000000227,-16.966079999999998,0.14,-15.657684000000263,-14.446620000000001,0.24,-16.141662000000252,-15.367,0.2,-16.085792000000275,-15.766779999999999,0.18,-16.549762000000253,-14.004139999999998,0.22,-15.565602000000226
102,-17.00536,0.14,-16.06171400000025,-16.366679999999995,0.14,-16.80580400000026,-16.927439999999997,0.14,-15.505880000000273,-14.729119999999998,0.2,-15.609758000000244,-17.48902,0.1,-15.94965000000025,-15.366599999999996,0.18,-15.019108000003904,-14.888080000000002,0.2,-15.421628000000227,-16.08832,0.16,-15.657684000000263,-17.763399999999997,0.1,-16.141662000000252,-15.363599999999996,0.2,-16.085792000000275,-15.965379999999998,0.16,-16.549762000000253,-14.6478,0.2,-15.565602000000226
103,-17.687680000000004,0.12,-16.06171400000025,-12.005639999999998,0.3,-16.80580400000026,-14.407019999999996,0.2,-15.505880000000273,-15.727140000000002,0.18,-15.609758000000244,-15.804799999999995,0.16,-15.94965000000025,-16.28346,0.16,-15.019108000003904,-16.12452,0.16,-15.421628000000227,-15.444080000000001,0.18,-15.657684000000263,-15.286039999999996,0.18,-16.141662000000252,-13.165380000000003,0.26,-16.085792000000275,-16.644219999999997,0.14,-16.549762000000253,-16.206039999999998,0.14,-15.565602000000226
104,-17.6048,0.1,-16.06171400000025,-16.92332,0.14,-16.80580400000026,-16.92344,0.14,-15.505880000000273,-14.604940000000001,0.2,-15.609758000000244,-16.205199999999994,0.14,-15.94965000000025,-15.44774,0.16,-15.019108000003904,-16.726499999999998,0.14,-15.421628000000227,-14.684439999999997,0.22,-15.657684000000263,-16.4861,0.12,-16.141662000000252,-13.804999999999996,0.22,-16.085792000000275,-16.685779999999994,0.14,-16.549762000000253,-15.846219999999999,0.16,-15.565602000000226
105,-18.563039999999997,0.06,-16.06171400000025,-13.846039999999999,0.22,-16.80580400000026,-16.487519999999996,0.14,-15.505880000000273,-14.283079999999998,0.24,-15.609758000000244,-15.486620000000002,0.18,-15.94965000000025,-14.805579999999997,0.2,-15.019108000003904,-15.847520000000001,0.16,-15.421628000000227,-15.524299999999998,0.18,-15.657684000000263,-16.086059999999996,0.16,-16.141662000000252,-16.28588,0.16,-16.085792000000275,-15.80646,0.14,-16.549762000000253,-16.524500000000003,0.14,-15.565602000000226
106,-17.64456,0.1,-16.06171400000025,-14.887619999999997,0.2,-16.80580400000026,-12.806599999999996,0.28,-15.505880000000273,-13.766960000000001,0.24,-15.609758000000244,-10.605499999999997,0.36,-15.94965000000025,-18.2428,0.08,-15.019108000003904,-14.206039999999998,0.22,-15.421628000000227,-13.124279999999997,0.26,-15.657684000000263,-15.886519999999997,0.18,-16.141662000000252,-18.723519999999997,0.06,-16.085792000000275,-15.845879999999996,0.16,-16.549762000000253,-17.803939999999997,0.1,-15.565602000000226
107,-16.16576,0.16,-16.06171400000025,-16.045619999999996,0.16,-16.80580400000026,-12.5274,0.28,-15.505880000000273,-13.327479999999998,0.26,-15.609758000000244,-17.00486,0.12,-15.94965000000025,-18.20406,0.08,-15.019108000003904,-14.244939999999993,0.24,-15.421628000000227,-15.724719999999998,0.16,-15.657684000000263,-15.604179999999996,0.18,-16.141662000000252,-14.0055,0.24,-16.085792000000275,-14.844760000000006,0.2,-16.549762000000253,-14.606899999999998,0.22,-15.565602000000226
108,-15.52348,0.18,-16.06171400000025,-13.76648,0.22,-16.80580400000026,-17.682459999999995,0.1,-15.505880000000273,-16.52374,0.14,-15.609758000000244,-16.64664,0.12,-15.94965000000025,-14.605839999999993,0.2,-15.019108000003904,-15.525240000000002,0.18,-15.421628000000227,-13.28728,0.28,-15.657684000000263,-16.847799999999996,0.14,-16.141662000000252,-17.72794,0.1,-16.085792000000275,-17.96396,0.08,-16.549762000000253,-14.044939999999999,0.24,-15.565602000000226
109,-16.40678,0.14,-16.06171400000025,-13.969060000000002,0.24,-16.80580400000026,-15.283579999999997,0.18,-15.505880000000273,-15.765800000000002,0.18,-15.609758000000244,-16.56702,0.12,-15.94965000000025,-15.167799999999998,0.2,-15.019108000003904,-16.765559999999997,0.14,-15.421628000000227,-15.568019999999999,0.18,-15.657684000000263,-13.8454,0.24,-16.141662000000252,-15.926899999999998,0.16,-16.085792000000275,-17.16508,0.12,-16.549762000000253,-15.844219999999998,0.16,-15.565602000000226
110,-14.60932,0.22,-16.06171400000025,-16.887159999999998,0.12,-16.80580400000026,-15.2049,0.2,-15.505880000000273,-15.325720000000004,0.18,-15.609758000000244,-14.481779999999999,0.2,-15.94965000000025,-17.60716,0.1,-15.019108000003904,-16.3249,0.14,-15.421628000000227,-17.284239999999997,0.12,-15.657684000000263,-16.764979999999998,0.12,-16.141662000000252,-16.24532,0.12,-16.085792000000275,-14.48556,0.22,-16.549762000000253,-16.483199999999997,0.14,-15.565602000000226
111,-14.607579999999995,0.22,-16.06171400000025,-12.286119999999999,0.26,-16.80580400000026,-13.088500000000002,0.26,-15.505880000000273,-15.246199999999998,0.18,-15.609758000000244,-17.165599999999998,0.12,-15.94965000000025,-15.606720000000001,0.18,-15.019108000003904,-15.808859999999997,0.18,-15.421628000000227,-16.1684,0.16,-15.657684000000263,-16.243399999999998,0.14,-16.141662000000252,-17.52546,0.12,-16.085792000000275,-15.72492,0.16,-16.549762000000253,-17.16684,0.12,-15.565602000000226
112,-18.0455,0.1,-16.06171400000025,-15.164740000000002,0.18,-16.80580400000026,-15.84558,0.16,-15.505880000000273,-16.843619999999998,0.14,-15.609758000000244,-15.766699999999997,0.18,-15.94965000000025,-14.769679999999996,0.2,-15.019108000003904,-15.567680000000001,0.18,-15.421628000000227,-17.16596,0.12,-15.657684000000263,-14.767999999999994,0.2,-16.141662000000252,-15.12622,0.18,-16.085792000000275,-14.326539999999996,0.22,-16.549762000000253,-17.923299999999998,0.1,-15.565602000000226
113,-13.08428,0.24,-16.06171400000025,-14.524780000000003,0.22,-16.80580400000026,-14.086739999999997,0.22,-15.505880000000273,-17.485,0.1,-15.609758000000244,-16.607439999999997,0.14,-15.94965000000025,-13.84524,0.22,-15.019108000003904,-16.644099999999998,0.14,-15.421628000000227,-17.445740000000004,0.1,-15.657684000000263,-13.806179999999998,0.2,-16.141662000000252,-14.884079999999997,0.2,-16.085792000000275,-15.125379999999996,0.2,-16.549762000000253,-14.444759999999999,0.2,-15.565602000000226
114,-16.29066,0.16,-16.06171400000025,-11.76408,0.3,-16.80580400000026,-17.2049,0.1,-15.505880000000273,-18.208699999999993,0.08,-15.609758000000244,-16.72416,0.14,-15.94965000000025,-14.571079999999995,0.2,-15.019108000003904,-18.12826,0.08,-15.421628000000227,-13.40696,0.24,-15.657684000000263,-18.3685,0.08,-16.141662000000252,-15.4043,0.18,-16.085792000000275,-16.447060000000004,0.14,-16.549762000000253,-17.045199999999998,0.12,-15.565602000000226
115,-16.0868,0.14,-16.06171400000025,-16.966160000000006,0.12,-16.80580400000026,-16.007039999999996,0.16,-15.505880000000273,-14.566320000000001,0.2,-15.609758000000244,-14.405459999999994,0.2,-15.94965000000025,-13.487179999999999,0.24,-15.019108000003904,-14.447739999999996,0.2,-15.421628000000227,-14.805419999999996,0.22,-15.657684000000263,-14.764840000000001,0.2,-16.141662000000252,-14.090040000000002,0.22,-16.085792000000275,-12.48778,0.28,-16.549762000000253,-16.48566,0.14,-15.565602000000226
116,-13.725659999999996,0.24,-16.06171400000025,-17.284339999999997,0.1,-16.80580400000026,-13.564059999999994,0.26,-15.505880000000273,-14.642739999999996,0.2,-15.609758000000244,-16.365059999999996,0.14,-15.94965000000025,-14.645520000000001,0.22,-15.019108000003904,-15.2431,0.2,-15.421628000000227,-16.447139999999997,0.16,-15.657684000000263,-14.164819999999997,0.24,-16.141662000000252,-17.806259999999998,0.1,-16.085792000000275,-15.72558,0.16,-16.549762000000253,-15.00932,0.18,-15.565602000000226
117,-15.888679999999997,0.16,-16.06171400000025,-16.16704,0.18,-16.80580400000026,-17.08458,0.12,-15.505880000000273,-17.043539999999997,0.12,-15.609758000000244,-17.643320000000003,0.1,-15.94965000000025,-18.364919999999998,0.08,-15.019108000003904,-15.444180000000003,0.18,-15.421628000000227,-15.76778,0.16,-15.657684000000263,-15.611919999999998,0.18,-16.141662000000252,-14.80562,0.2,-16.085792000000275,-15.804439999999998,0.16,-16.549762000000253,-17.565900000000003,0.1,-15.565602000000226
118,-16.52828,0.14,-16.06171400000025,-14.766220000000002,0.2,-16.80580400000026,-16.602559999999997,0.16,-15.505880000000273,-16.52762,0.14,-15.609758000000244,-16.52612,0.14,-15.94965000000025,-15.726319999999998,0.18,-15.019108000003904,-15.967519999999997,0.16,-15.421628000000227,-15.369359999999999,0.18,-15.657684000000263,-18.205560000000002,0.08,-16.141662000000252,-14.968399999999999,0.22,-16.085792000000275,-15.764439999999997,0.16,-16.549762000000253,-15.963300000000002,0.16,-15.565602000000226
119,-14.606380000000001,0.2,-16.06171400000025,-15.924299999999999,0.16,-16.80580400000026,-12.96556,0.28,-15.505880000000273,-17.010119999999997,0.12,-15.609758000000244,-13.96758,0.24,-15.94965000000025,-14.928959999999993,0.2,-15.019108000003904,-14.80992,0.22,-15.421628000000227,-14.285840000000006,0.2,-15.657684000000263,-12.045739999999999,0.3,-16.141662000000252,-17.165,0.12,-16.085792000000275,-15.244119999999995,0.18,-16.549762000000253,-15.686239999999998,0.18,-15.565602000000226
120,-18.24172,0.06,-16.06171400000025,-15.004819999999997,0.2,-16.80580400000026,-15.567220000000002,0.18,-15.505880000000273,-15.642460000000002,0.18,-15.609758000000244,-15.006359999999997,0.2,-15.94965000000025,-17.046859999999995,0.12,-15.019108000003904,-14.324959999999999,0.24,-15.421628000000227,-16.362999999999996,0.14,-15.657684000000263,-15.365159999999996,0.18,-16.141662000000252,-16.204459999999997,0.16,-16.085792000000275,-14.366480000000003,0.2,-16.549762000000253,-16.687399999999997,0.14,-15.565602000000226
121,-15.563480000000002,0.18,-16.06171400000025,-18.766479999999998,0.06,-16.80580400000026,-12.044299999999994,0.28,-15.505880000000273,-16.604840000000003,0.14,-15.609758000000244,-16.493879999999997,0.16,-15.94965000000025,-15.167059999999998,0.18,-15.019108000003904,-16.445059999999998,0.14,-15.421628000000227,-15.607159999999997,0.18,-15.657684000000263,-14.165840000000001,0.22,-16.141662000000252,-13.324799999999998,0.26,-16.085792000000275,-16.926940000000002,0.12,-16.549762000000253,-14.884780000000003,0.2,-15.565602000000226
122,-18.805139999999998,0.06,-16.06171400000025,-16.36654,0.14,-16.80580400000026,-12.96536,0.28,-15.505880000000273,-13.603719999999996,0.24,-15.609758000000244,-16.522119999999997,0.14,-15.94965000000025,-14.924719999999997,0.2,-15.019108000003904,-13.68318,0.26,-15.421628000000227,-16.442879999999995,0.14,-15.657684000000263,-16.24516,0.16,-16.141662000000252,-14.285319999999997,0.22,-16.085792000000275,-17.2484,0.12,-16.549762000000253,-16.36414,0.14,-15.565602000000226
123,-17.00864,0.14,-16.06171400000025,-15.525220000000001,0.2,-16.80580400000026,-15.365659999999993,0.2,-15.505880000000273,-14.767139999999998,0.22,-15.609758000000244,-15.205539999999996,0.2,-15.94965000000025,-16.731119999999997,0.12,-15.019108000003904,-15.687459999999998,0.16,-15.421628000000227,-16.965059999999998,0.14,-15.657684000000263,-14.964219999999997,0.18,-16.141662000000252,-17.286259999999995,0.12,-16.085792000000275,-18.1648,0.08,-16.549762000000253,-16.88602,0.12,-15.565602000000226
124,-16.80516,0.14,-16.06171400000025,-12.72774,0.28,-16.80580400000026,-15.04744,0.18,-15.505880000000273,-13.644020000000001,0.24,-15.609758000000244,-17.247100000000003,0.12,-15.94965000000025,-15.08506,0.2,-15.019108000003904,-15.5657,0.16,-15.421628000000227,-13.805219999999997,0.24,-15.657684000000263,-15.286719999999997,0.18,-16.141662000000252,-16.165599999999994,0.18,-16.085792000000275,-16.68542,0.14,-16.549762000000253,-17.406639999999996,0.1,-15.565602000000226
125,-15.924779999999998,0.14,-16.06171400000025,-16.368560000000002,0.16,-16.80580400000026,-15.003860000000001,0.2,-15.505880000000273,-17.047039999999996,0.14,-15.609758000000244,-12.005899999999999,0.3,-15.94965000000025,-17.725839999999998,0.1,-15.019108000003904,-14.2839,0.22,-15.421628000000227,-17.447319999999998,0.12,-15.657684000000263,-15.24654,0.2,-16.141662000000252,-15.76634,0.18,-16.085792000000275,-15.483880000000001,0.16,-16.549762000000253,-17.12538,0.12,-15.565602000000226
126,-16.323859999999996,0.14,-16.06171400000025,-16.40572,0.16,-16.80580400000026,-15.842679999999998,0.16,-15.505880000000273,-16.3278,0.14,-15.609758000000244,-18.88804,0.06,-15.94965000000025,-15.727159999999996,0.18,-15.019108000003904,-12.565760000000001,0.26,-15.421628000000227,-14.243719999999998,0.22,-15.657684000000263,-14.965399999999995,0.18,-16.141662000000252,-16.085079999999998,0.12,-16.085792000000275,-15.086639999999997,0.2,-16.549762000000253,-14.526940000000002,0.22,-15.565602000000226
127,-12.245880000000001,0.28,-16.06171400000025,-14.044859999999996,0.22,-16.80580400000026,-12.803099999999997,0.26,-15.505880000000273,-16.566119999999998,0.14,-15.609758000000244,-13.686319999999998,0.26,-15.94965000000025,-14.606219999999993,0.22,-15.019108000003904,-15.56398,0.18,-15.421628000000227,-15.609639999999997,0.18,-15.657684000000263,-14.96388,0.2,-16.141662000000252,-13.245940000000001,0.26,-16.085792000000275,-14.605179999999997,0.22,-16.549762000000253,-16.96456,0.12,-15.565602000000226
128,-13.442739999999993,0.28,-16.06171400000025,-14.205060000000001,0.22,-16.80580400000026,-14.883819999999998,0.18,-15.505880000000273,-16.00566,0.16,-15.609758000000244,-14.045659999999998,0.22,-15.94965000000025,-16.372879999999995,0.16,-15.019108000003904,-14.484959999999996,0.22,-15.421628000000227,-12.76652,0.26,-15.657684000000263,-17.04798,0.1,-16.141662000000252,-16.403179999999995,0.14,-16.085792000000275,-16.365660000000002,0.14,-16.549762000000253,-15.563699999999999,0.16,-15.565602000000226
129,-15.366739999999995,0.18,-16.06171400000025,-14.287340000000002,0.22,-16.80580400000026,-16.52922,0.14,-15.505880000000273,-17.404539999999997,0.12,-15.609758000000244,-14.644839999999999,0.2,-15.94965000000025,-17.2085,0.12,-15.019108000003904,-18.44442,0.08,-15.421628000000227,-15.367159999999997,0.16,-15.657684000000263,-15.24806,0.18,-16.141662000000252,-16.805139999999998,0.12,-16.085792000000275,-14.805779999999997,0.2,-16.549762000000253,-15.843899999999996,0.16,-15.565602000000226
130,-16.164399999999997,0.16,-16.06171400000025,-16.845939999999995,0.14,-16.80580400000026,-14.845279999999997,0.2,-15.505880000000273,-13.046300000000004,0.28,-15.609758000000244,-14.405359999999996,0.2,-15.94965000000025,-18.125359999999997,0.08,-15.019108000003904,-14.525439999999996,0.2,-15.421628000000227,-14.844159999999999,0.2,-15.657684000000263,-17.3257,0.12,-16.141662000000252,-15.807739999999999,0.16,-16.085792000000275,-16.165499999999998,0.16,-16.549762000000253,-16.16584,0.16,-15.565602000000226
131,-16.804779999999997,0.14,-16.06171400000025,-18.723219999999994,0.06,-16.80580400000026,-15.644759999999996,0.18,-15.505880000000273,-15.765479999999995,0.16,-15.609758000000244,-16.882939999999998,0.14,-15.94965000000025,-16.1278,0.14,-15.019108000003904,-14.764560000000001,0.2,-15.421628000000227,-14.406119999999998,0.22,-15.657684000000263,-12.966,0.26,-16.141662000000252,-13.80426,0.24,-16.085792000000275,-15.045639999999997,0.22,-16.549762000000253,-16.3649,0.14,-15.565602000000226
132,-16.883499999999998,0.12,-16.06171400000025,-13.325899999999999,0.26,-16.80580400000026,-16.84674,0.14,-15.505880000000273,-13.766599999999999,0.22,-15.609758000000244,-13.4454,0.24,-15.94965000000025,-16.205299999999994,0.18,-15.019108000003904,-17.364119999999996,0.1,-15.421628000000227,-16.08728,0.16,-15.657684000000263,-14.046979999999996,0.26,-16.141662000000252,-15.56626,0.16,-16.085792000000275,-16.925680000000003,0.12,-16.549762000000253,-15.64606,0.2,-15.565602000000226
133,-14.405979999999998,0.22,-16.06171400000025,-15.929259999999998,0.16,-16.80580400000026,-16.165879999999998,0.16,-15.505880000000273,-17.447099999999995,0.12,-15.609758000000244,-13.885219999999995,0.26,-15.94965000000025,-15.848580000000002,0.18,-15.019108000003904,-19.845179999999992,0.02,-15.421628000000227,-16.323520000000002,0.14,-15.657684000000263,-14.085619999999997,0.22,-16.141662000000252,-15.725839999999998,0.18,-16.085792000000275,-15.567779999999997,0.18,-16.549762000000253,-16.804419999999997,0.14,-15.565602000000226
134,-14.726479999999997,0.22,-16.06171400000025,-13.364519999999997,0.26,-16.80580400000026,-15.682779999999998,0.18,-15.505880000000273,-15.64582,0.18,-15.609758000000244,-18.648419999999998,0.06,-15.94965000000025,-16.48414,0.12,-15.019108000003904,-15.804559999999999,0.16,-15.421628000000227,-17.246999999999996,0.12,-15.657684000000263,-16.24544,0.16,-16.141662000000252,-14.646459999999998,0.2,-16.085792000000275,-15.084919999999997,0.2,-16.549762000000253,-16.52658,0.14,-15.565602000000226
135,-13.927119999999995,0.22,-16.06171400000025,-18.52596,0.06,-16.80580400000026,-16.366139999999998,0.16,-15.505880000000273,-17.36322,0.1,-15.609758000000244,-13.766020000000001,0.24,-15.94965000000025,-16.845619999999997,0.14,-15.019108000003904,-16.68634,0.12,-15.421628000000227,-16.88512,0.14,-15.657684000000263,-15.64584,0.18,-16.141662000000252,-14.846079999999997,0.2,-16.085792000000275,-15.933739999999998,0.16,-16.549762000000253,-17.845099999999995,0.08,-15.565602000000226
136,-11.245279999999998,0.3,-16.06171400000025,-12.60382,0.3,-16.80580400000026,-15.326459999999997,0.18,-15.505880000000273,-15.5646,0.16,-15.609758000000244,-15.927099999999996,0.16,-15.94965000000025,-14.126059999999995,0.2,-15.019108000003904,-14.4043,0.22,-15.421628000000227,-16.884059999999998,0.14,-15.657684000000263,-16.566859999999995,0.14,-16.141662000000252,-13.16488,0.24,-16.085792000000275,-13.165259999999996,0.26,-16.549762000000253,-16.085439999999995,0.16,-15.565602000000226
137,-15.886240000000003,0.18,-16.06171400000025,-13.9657,0.22,-16.80580400000026,-17.24372,0.12,-15.505880000000273,-14.288859999999998,0.22,-15.609758000000244,-16.407519999999998,0.16,-15.94965000000025,-16.56766,0.14,-15.019108000003904,-14.08538,0.24,-15.421628000000227,-16.564919999999994,0.14,-15.657684000000263,-14.803480000000002,0.2,-16.141662000000252,-13.642419999999998,0.24,-16.085792000000275,-14.049619999999999,0.24,-16.549762000000253,-14.286639999999995,0.24,-15.565602000000226
138,-17.165959999999995,0.12,-16.06171400000025,-14.767319999999998,0.2,-16.80580400000026,-12.3258,0.3,-15.505880000000273,-14.685419999999995,0.2,-15.609758000000244,-16.7633,0.12,-15.94965000000025,-16.00546,0.16,-15.019108000003904,-15.445039999999999,0.16,-15.421628000000227,-17.243759999999998,0.12,-15.657684000000263,-13.404360000000002,0.24,-16.141662000000252,-17.1243,0.12,-16.085792000000275,-13.405619999999999,0.26,-16.549762000000253,-15.16542,0.2,-15.565602000000226
139,-16.287799999999997,0.16,-16.06171400000025,-16.12748,0.16,-16.80580400000026,-14.407619999999998,0.22,-15.505880000000273,-16.167979999999996,0.14,-15.609758000000244,-17.60646,0.12,-15.94965000000025,-14.567239999999996,0.22,-15.019108000003904,-13.762960000000003,0.24,-15.421628000000227,-14.6071,0.22,-15.657684000000263,-14.406299999999998,0.2,-16.141662000000252,-15.930319999999996,0.16,-16.085792000000275,-14.887199999999998,0.2,-16.549762000000253,-16.645339999999997,0.14,-15.565602000000226
140,-17.68358,0.1,-16.06171400000025,-14.044359999999998,0.22,-16.80580400000026,-16.88542,0.12,-15.505880000000273,-16.0861,0.16,-15.609758000000244,-15.084799999999998,0.18,-15.94965000000025,-15.566359999999998,0.18,-15.019108000003904,-15.124799999999999,0.2,-15.421628000000227,-15.286439999999997,0.18,-15.657684000000263,-13.92848,0.24,-16.141662000000252,-14.645899999999997,0.2,-16.085792000000275,-15.164919999999997,0.18,-16.549762000000253,-18.329079999999998,0.08,-15.565602000000226
141,-16.124139999999997,0.16,-16.06171400000025,-14.606339999999998,0.2,-16.80580400000026,-15.92708,0.16,-15.505880000000273,-16.125379999999996,0.14,-15.609758000000244,-15.129480000000001,0.18,-15.94965000000025,-16.72704,0.14,-15.019108000003904,-17.085680000000004,0.12,-15.421628000000227,-15.92286,0.16,-15.657684000000263,-17.80776,0.08,-16.141662000000252,-16.44532,0.14,-16.085792000000275,-15.967499999999998,0.16,-16.549762000000253,-17.087379999999992,0.12,-15.565602000000226
142,-16.80698,0.12,-16.06171400000025,-17.128,0.12,-16.80580400000026,-16.88638,0.14,-15.505880000000273,-16.003759999999996,0.16,-15.609758000000244,-14.60538,0.2,-15.94965000000025,-13.128700000000002,0.28,-15.019108000003904,-15.56578,0.18,-15.421628000000227,-14.766219999999999,0.22,-15.657684000000263,-16.44506,0.14,-16.141662000000252,-15.09042,0.2,-16.085792000000275,-17.644479999999998,0.1,-16.549762000000253,-12.487799999999998,0.28,-15.565602000000226
143,-12.286219999999998,0.3,-16.06171400000025,-15.60732,0.16,-16.80580400000026,-17.20412,0.12,-15.505880000000273,-15.365280000000002,0.2,-15.609758000000244,-14.047020000000002,0.22,-15.94965000000025,-12.2076,0.3,-15.019108000003904,-13.562679999999995,0.24,-15.421628000000227,-14.286679999999999,0.22,-15.657684000000263,-13.926200000000003,0.24,-16.141662000000252,-15.2879,0.2,-16.085792000000275,-14.284999999999995,0.22,-16.549762000000253,-13.68704,0.24,-15.565602000000226
144,-15.290880000000001,0.2,-16.06171400000025,-15.044619999999995,0.2,-16.80580400000026,-15.0834,0.2,-15.505880000000273,-16.565980000000003,0.16,-15.609758000000244,-17.567980000000002,0.12,-15.94965000000025,-14.92702,0.2,-15.019108000003904,-15.923439999999996,0.16,-15.421628000000227,-15.844,0.18,-15.657684000000263,-14.686899999999998,0.18,-16.141662000000252,-14.925680000000002,0.22,-16.085792000000275,-16.804179999999995,0.12,-16.549762000000253,-15.526039999999998,0.14,-15.565602000000226
145,-15.485240000000001,0.18,-16.06171400000025,-13.887080000000001,0.24,-16.80580400000026,-15.00452,0.2,-15.505880000000273,-15.008579999999997,0.2,-15.609758000000244,-15.92382,0.16,-15.94965000000025,-14.566479999999997,0.24,-15.019108000003904,-16.767900000000004,0.14,-15.421628000000227,-15.284740000000001,0.2,-15.657684000000263,-15.806840000000001,0.16,-16.141662000000252,-17.60708,0.12,-16.085792000000275,-16.36896,0.14,-16.549762000000253,-14.842979999999997,0.2,-15.565602000000226
146,-16.123920000000002,0.14,-16.06171400000025,-14.3257,0.22,-16.80580400000026,-16.20562,0.16,-15.505880000000273,-14.68602,0.2,-15.609758000000244,-18.408279999999998,0.08,-15.94965000000025,-15.366359999999997,0.2,-15.019108000003904,-14.206059999999997,0.22,-15.421628000000227,-15.244059999999998,0.2,-15.657684000000263,-16.28878,0.16,-16.141662000000252,-15.647019999999998,0.2,-16.085792000000275,-13.286259999999997,0.26,-16.549762000000253,-14.246020000000003,0.22,-15.565602000000226
147,-12.446,0.28,-16.06171400000025,-17.844359999999998,0.08,-16.80580400000026,-17.0883,0.12,-15.505880000000273,-16.325039999999998,0.14,-15.609758000000244,-14.124239999999997,0.22,-15.94965000000025,-16.24632,0.16,-15.019108000003904,-15.72428,0.18,-15.421628000000227,-13.885979999999995,0.24,-15.657684000000263,-15.168560000000003,0.2,-16.141662000000252,-14.967599999999997,0.18,-16.085792000000275,-14.166199999999996,0.26,-16.549762000000253,-13.283379999999996,0.26,-15.565602000000226
148,-16.924799999999998,0.12,-16.06171400000025,-16.60626,0.16,-16.80580400000026,-14.16476,0.2,-15.505880000000273,-14.969019999999995,0.2,-15.609758000000244,-14.566639999999998,0.22,-15.94965000000025,-16.56268,0.16,-15.019108000003904,-12.805279999999996,0.26,-15.421628000000227,-14.484019999999997,0.22,-15.657684000000263,-15.284199999999998,0.18,-16.141662000000252,-16.7681,0.14,-16.085792000000275,-14.323539999999998,0.22,-16.549762000000253,-17.16612,0.12,-15.565602000000226
149,-15.284779999999998,0.2,-16.06171400000025,-15.52432,0.16,-16.80580400000026,-16.40742,0.14,-15.505880000000273,-17.365539999999996,0.1,-15.609758000000244,-15.484579999999996,0.18,-15.94965000000025,-17.885580000000004,0.1,-15.019108000003904,-16.963919999999998,0.14,-15.421628000000227,-16.005959999999995,0.16,-15.657684000000263,-18.32786,0.08,-16.141662000000252,-19.36716,0.04,-16.085792000000275,-16.326020000000003,0.14,-16.549762000000253,-14.963200000000002,0.2,-15.565602000000226
150,-15.006139999999998,0.18,-16.06171400000025,-16.6028,0.14,-16.80580400000026,-12.648319999999996,0.28,-15.505880000000273,-13.527279999999996,0.26,-15.609758000000244,-16.725339999999996,0.14,-15.94965000000025,-14.204699999999997,0.22,-15.019108000003904,-13.005379999999997,0.26,-15.421628000000227,-15.40176,0.2,-15.657684000000263,-16.12432,0.16,-16.141662000000252,-15.52484,0.18,-16.085792000000275,-16.045159999999996,0.14,-16.549762000000253,-17.246299999999998,0.1,-15.565602000000226
151,-13.206119999999997,0.26,-16.06171400000025,-19.24506,0.04,-16.80580400000026,-15.804059999999994,0.16,-15.505880000000273,-17.241839999999996,0.12,-15.609758000000244,-18.00718,0.08,-15.94965000000025,-14.926019999999996,0.22,-15.019108000003904,-15.44802,0.18,-15.421628000000227,-13.92604,0.24,-15.657684000000263,-14.804359999999997,0.2,-16.141662000000252,-15.844259999999995,0.18,-16.085792000000275,-14.564580000000001,0.2,-16.549762000000253,-15.686460000000002,0.16,-15.565602000000226
